URN,PoleID,PlateID,SiteLatitude,SiteLongitude,PoleLatitude,PoleLongitude,PaleoLatitude,Declination,Inclination,QSum,OldAge,YoungAge,MeanAge,Alpha95,AuthorYear
283,A10.3.057,604,39,126,14,-39,-35,278,-16,2,542,524,533,2,Gurariy et al. (1966)
284,A10.4.058,620,1,111,88,10,1,281,-14,2,34,5,19.5,4,Haile  (1981b)
285,A10.4.059,620,-1,110,85,-119,-4,269,-10,2,34,5,19.5,5,Untung et al.  (1987)
286,A10.4.060,620,1,110,89,24,1,306,-11,4,28,15,21.5,10,Schmidtke et al. (1990)
287,A10.4.061,620,1,110,69,25,3,314,-10,4,28,15,21.5,15,Schmidtke et al. (1990)
288,A10.4.062,620,1,111,88,10,1,301,-8,2,41,5,23,4,Haile (1979a)
289,A10.4.063,620,1,111,47,39,13,287,-12,3,41,5,23,9,Schmidtke et al. (1990)
290,A10.4.064,620,-1,110,53,25,2,331,18,3,56,34,45,14,Untung et al. (1987)
291,A10.4.065,620,-1,110,41,21,0,322,9,3,92,78,85,8,Haile et al. (1977)
292,A10.4.066,620,2,109,-1,12,-7,312,-3,3,161,64,112.5,15,Schmidtke et al. (1990)
293,A10.4.067,620,1,110,2,16,-4,277,-7,2,161,100,130.5,5,Schmidtke et al. (1990)
294,A10.4.068,620,1,110,41,18,-1,298,-12,1,161,146,153.5,23,Schmidtke et al. (1990)
295,A10.4.069,620,-1,110,-3,21,1,296,-13,2,200,146,173,7,Untung et al. (1987)
296,A10.5.070,679,-4,120,84,-39,-10,268,20,3,2,0,1,16,Haile (1978)
297,A10.5.071,676,-4,150,86,-30,-8,339,4,3,1,0,0.5,6,Manwaring (1971)
298,A10.5.072,664,1,123,83,-15,-4,333,-29,3,5,0,2.5,4,Otofuji et al. (1981b)
299,A10.5.073,801,-7,147,63,36,-16,321,-5,2,5,2,3.5,15,Rogerson & Moaina (1987)
300,A10.5.074,801,-9,148,34,55,-7,316,-41,2,5,2,3.5,0,Rogerson & Moaina (1987)
301,A10.5.075,679,-9,124,48,49,3,320,6,4,6,5,5.5,12,Chamalaun & Sunata (1982)
302,A10.5.076,679,-2,122,85,26,-3,355,-5,2,13,0,6.5,17,Sasajima et al. (1980)
303,A10.5.077,626,-10,120,82,-111,-15,6,-28,3,12,2,7,8,Chamalaun & Sunata (1982)
304,A10.5.078,626,-10,119,82,-115,-15,7,-28,3,12,2,7,10,Chamalaun & Sunata (1982)
305,A10.5.079,679,-9,125,40,28,-11,309,-21,4,8,6,7,18,Wensink & Hartosukohardjo (1990a)
306,A10.5.080,800,-5,146,83,-152,-2,6,-3,2,24,2,13,17,Manwaring (1974)
307,A10.5.081,675,-3,148,6,-128,6,84,11,2,24,2,13,30,Manwaring (1974)
308,A10.5.082,682,-3,129,16,34,-6,286,-11,3,11,5,8,4,Haile (1981a)
309,A10.5.083,801,-6,145,10,-141,15,78,27,2,23,5,14,25,Rogerson & Moaina (1987)
310,A10.5.084,801,-7,147,55,-140,4,33,8,2,23,5,14,0,Rogerson & Moaina (1987)
311,A10.5.085,679,-9,120,88,-129,-10,2,-19,4,24,5,14.5,16,Otofuji et al. (1981a)
312,A10.5.086,664,1,123,40,-142,-3,50,-6,0,24,5,14.5,0,Otofuji et al. (1981b)
313,A10.5.087,626,-9,127,75,-96,-20,11,-36,2,64,0,32,16,Chamalaun & Sunata (1982)
314,A10.5.088,801,-9,147,42,-140,6,46,12,1,64,2,33,0,Manwaring (1974)
315,A10.5.089,664,1,125,63,-173,13,24,25,0,64,5,34.5,58,Otofuji et al. (1981b)
316,A10.5.090,664,1,123,-8,-151,4,98,8,0,53,15,34,56,Otofuji et al. (1981b)
317,A10.5.091,679,-5,120,45,37,1,315,3,2,60,18,39,28,Sasajima et al. (1980)
318,A10.5.092,626,-10,120,48,-138,-15,43,-29,3,71,60,65.5,9,Chamalaun & Sunata (1982)
319,A10.5.093,800,-2,130,70,-39,-22,356,-38,4,69,67,68,5,Wensink et al. (1989)
320,A10.5.094,626,-10,120,52,117,28,358,47,3,78,71,74.5,7,Chamalaun & Sunata (1982)
321,A10.5.095,679,-4,120,71,-13,-17,346,-31,2,100,64,82,22,Sasajima et al. (1980)
322,A10.5.096,800,-2,130,46,16,-18,318,-33,6,86,84,85,5,Wensinket al. (1989)
323,A10.5.097,626,-9,126,48,141,31,12,51,4,146,100,123,11,Chamalaun & Sunata (1982)
324,A10.5.098,679,-5,120,55,32,-3,325,-6,1,161,100,130.5,7,Haile (1978)
325,A10.5.099,679,-5,120,-26,-20,-40,229,-60,1,161,100,130.5,9,Haile (1978)
326,A10.5.100,626,-10,124,51,88,21,337,38,0,146,126,136,19,Wensink et al. (1987)
327,A10.5.101,626,-10,124,55,11,-21,325,-38,0,146,126,136,27,Wensink et al. (1987)
328,A10.5.102,626,-10,120,32,-126,-26,59,-44,3,200,146,173,6,Otofuji et al. (1981a)
329,A10.5.103,682,-3,129,-8,27,-11,261,-22,2,229,200,214.5,12,Haile (1981a)
330,A10.5.104,626,-10,124,26,2,-33,295,-52,4,229,207,218,6,Wensink & Hartosukohardjo(1990b)
331,A10.5.105,626,-9,126,57,-20,-35,338,-55,3,286,210,248,9,Chamalaun (1977a)
332,A10.5.106,626,-10,124,4,-6,-40,267,-59,5,276,246,261,7,Wensink & Hartosukohardjo(1990b)
333,A10.5.107,626,-9,126,48,5,-27,320,-46,0,299,251,275,13,Chamalaun (1977b)
334,A10.6.108,659,15,121,83,-33,9,357,17,4,5,0,2.5,5,Fuller et al. (1983)
335,A10.6.109,659,15,121,83,-31,9,357,17,4,12,0,6,4,McCabe et al. (1982a)
336,A10.6.110,659,15,120,75,-122,8,13,15,3,12,1,6.5,11,Fuller et al. (1989)
337,A10.6.111,659,15,122,85,-88,11,3,21,4,12,5,8.5,12,Fuller et al. (1983)
338,A10.6.112,659,16,121,74,-149,15,17,29,6,12,5,8.5,7,McCabe et al. (1987)
339,A10.6.113,659,12,123,84,-1,9,355,17,3,12,5,8.5,8,McCabe et al. (1987)
340,A10.6.114,659,16,121,69,32,15,338,29,4,23,12,17.5,7,Fuller et al. (1983)
341,A10.6.115,659,16,120,33,18,-1,305,-2,4,23,12,17.5,13,Fuller et al. (1989)
342,A10.6.116,659,13,122,33,29,5,303,9,4,23,12,17.5,18,McCabe et al. (1987)
343,A10.6.117,659,16,120,72,24,13,342,25,3,23,15,19,0,Fuller et al. (1989)
344,A10.6.118,659,15,120,36,16,-2,308,-4,2,45,5,25,12,Fuller et al. (1989)
345,A10.6.119,659,16,120,-33,30,-9,238,-17,4,33,24,28.5,6,McCabe et al. (1987)
346,A10.6.120,659,16,121,44,20,3,315,7,3,35,24,29.5,47,Fuller et al. (1983)
347,A10.6.121,659,15,120,-6,35,3,263,6,4,49,23,36,0,Fuller et al. (1989)
348,A10.6.122,659,15,120,20,34,9,288,17,5,47,28,37.5,15,Fuller et al. (1989)
349,A10.6.123,659,16,120,0,34,4,269,8,3,44,38,41,65,Fuller et al. (1989)
350,A10.6.124,659,15,120,-32,45,4,235,9,4,49,39,44,9,Fuller et al. (1989)
351,A10.6.125,659,15,120,10,28,1,280,1,4,53,35,44,12,Fuller et al. (1989)
352,A10.6.126,659,16,120,23,19,-4,295,-7,4,53,35,44,11,Fuller et al. (1983)
353,A10.7.127,659,11,125,89,13,11,359,21,5,12,2,7,7,Cole et al. (1989)
354,A10.7.128,659,11,125,67,-153,13,23,25,4,23,12,17.5,21,Cole et al. (1989)
355,A10.7.129,659,10,124,66,-145,9,24,17,4,23,12,17.5,8,McCabe et al. (1987)
356,A10.7.130,659,11,122,70,-151,11,20,22,5,31,12,21.5,8,McCabe et al. (1982b)
357,A10.7.131,659,11,123,19,-154,10,72,20,2,39,31,35,12,McCabe et al. (1982b)
358,A10.7.132,659,10,124,-26,-160,8,118,16,4,146,100,123,15,McCabe et al. (1987)
359,A10.7.133,659,13,121,17,-161,15,76,28,3,200,146,173,19,McCabe et al. (1987)
360,A10.8.134,656,8,135,35,-132,2,55,4,4,23,15,19,17,Haston et al. (1988)
361,A10.8.135,656,8,135,23,-135,3,67,6,3,32,24,28,22,Haston et al. (1988)
362,A10.8.136,656,8,135,-12,-129,-7,101,-15,3,37,28,32.5,43,Haston et al. (1988)
363,A10.8.137,656,8,135,22,-144,11,69,22,3,40,31,35.5,34,Haston et al. (1988)
364,A11.1.001,313,55,-5,-12,120,-29,67,-49,4,479,464,471.5,4,Trench et al. (1988)
365,A11.1.002,303,61,-1,-47,-116,-51,261,-68,4,500,444,472,6,Taylor (1988)
366,A11.2.003,315,54,-3,22,149,-10,26,-20,2,444,359,401.5,30,Piper (1979)
367,A11.2.004,315,54,-3,-43,-147,-64,280,-76,1,417,359,388,9,Piper (1979)
368,A11.2.005,313,55,-3,20,173,-15,4,-28,1,464,421,442.5,10,Piper (1979)
369,A11.2.006,315,54,-3,51,162,16,10,29,1,450,444,447,13,Piper (1979)
370,A11.2.007,315,54,-4,-17,-149,-44,310,-63,3,464,422,443,13,Trench and Torsvik (1991)
371,A11.2.008,315,54,-3,-82,123,-58,168,-73,1,461,451,456,14,Piper (1979)
372,A11.2.009,313,55,-3,18,-152,-12,330,-24,5,462,456,459,11,Piper (1979)
373,A11.2.010,315,54,-3,0,-157,-32,329,-51,5,462,456,459,7,Faller et al. (1977)
374,A11.2.011,315,54,-4,12,177,-24,359,-42,3,464,458,461,8,Trench and Torsvik (1991)
375,A11.2.012,315,54,-4,3,165,-32,13,-52,3,465,462,463.5,10,Trench and Torsvik (1991)
376,A11.3.013,315,53,-4,48,172,11,3,21,0,444,251,347.5,7,Piper (1976)
377,A11.3.014,313,54,-10,36,168,0,2,0,1,488,294,391,30,Morris (1976)
378,A11.3.015,315,52,-5,26,169,-12,6,-23,2,542,307,424.5,9,Briden et al. (1971)
379,A11.3.016,315,52,-2,41,152,6,19,11,1,542,286,414,9,Piper (1982)
380,A11.3.017,315,53,-4,8,125,-15,53,-29,2,444,397,420.5,10,Piper (1976)
381,A11.3.018,315,52,-2,-9,107,-19,80,-34,3,444,423,433.5,0,Morris et al. (1973)
382,A11.3.019,315,52,-5,-8,122,-28,64,-47,4,434,427,430.5,14,Piper (1975)
383,A11.3.020,315,51,-5,0,-163,-36,333,-55,3,461,423,442,12,Trench and Torsvik (1991)
384,A11.3.021,315,52,-3,-2,-178,-40,353,-59,4,461,444,452.5,11,Piper and Briden (1973)
385,A11.3.022,315,53,-3,23,178,-14,359,-26,0,466,445,455.5,0,Piper (1978)
386,A11.3.023,315,51,-5,-11,-162,-46,327,-64,6,464,457,460.5,9,Trench and Torsvik (1991)
387,A11.3.024,315,52,-3,3,175,-35,2,-54,5,465,463,464,4,Briden and Mullan (1984)
388,A11.3.025,315,53,-5,3,-176,-33,349,-53,5,465,463,464,7,Trench et al. (1991)
389,A11.3.026,315,51,-5,-10,-134,-32,296,-51,6,469,462,465.5,9,Trench and Torsvik (1991)
390,A11.3.027,315,53,-4,-27,-144,-51,295,-68,5,466,464,465,5,McCabe and Channell (1989)
391,A11.3.028,315,53,-4,-73,-131,-60,208,-74,2,488,444,466,14,Thomas and Briden (1976)
392,A11.3.029,315,53,-4,-68,108,-56,142,-71,3,488,444,466,5,Thomas and Briden (1976)
393,A11.3.030,315,51,-5,-56,126,-61,119,-75,5,483,470,476.5,6,Torsvik and Trench (1991)
394,A11.3.031,315,52,-5,2,119,-18,61,-34,0,488,466,477,18,Morris et al. (1973)
395,A11.3.032,315,53,-3,-36,-153,-63,297,-76,3,542,493,517.5,6,Smith and Piper (1984)
396,A11.3.033,315,52,-3,-22,67,-6,119,-11,2,542,493,517.5,0,Piper (1982)
397,A11.3.034,315,53,-1,-63,-39,-30,199,-49,3,531,528,529.5,11,Duff (1978)
398,A11.3.035,315,53,-3,-35,46,-8,141,-15,2,542,513,527.5,22,Smith and Piper (1984)
399,A11.3.036,315,53,-3,-54,-48,-23,207,-41,2,547,524,535.5,21,Duff (1978)
400,A11.3.037,315,53,-3,-37,-103,-34,252,-54,2,634,524,579,12,Piper (1979)
401,A11.3.038,315,53,-3,-14,-88,-8,258,-16,3,634,525,579.5,13,Piper (1979)
402,A11.4.039,305,49,-1,38,145,2,26,4,0,524,294,409,12,Perroud et al. (1985)
403,A11.4.040,305,49,-2,34,152,-4,21,-8,4,312,303,307.5,7,Duff (1979)
404,A11.4.041,305,48,7,-16,109,-20,92,-36,2,343,297,320,12,Edel et al. (1986)
405,A11.4.042,305,46,3,12,111,-3,69,-7,5,318,314,316,6,Edel (1987)
406,A11.4.043,305,50,-2,30,151,-6,23,-13,3,334,307,320.5,15,Van der Voo and Klootwijk (1972)
407,A11.4.044,305,47,-2,30,148,-8,26,-16,5,326,315,320.5,4,Perroud et al. (1986)
408,A11.4.045,304,38,-8,7,149,-40,30,-59,4,332,316,324,16,Ruffet (1990)
409,A11.4.046,305,46,3,-30,79,-12,121,-24,5,330,318,324,8,Edel (1987)
410,A11.4.047,305,48,-1,21,137,-11,40,-22,2,359,307,333,19,Edel and Coulon (1984)
411,A11.4.048,304,43,-6,4,-111,-8,283,-16,5,345,316,330.5,2,Bonhommet et al. (1981)
412,A11.4.049,304,44,-6,35,175,-11,359,-21,5,345,316,330.5,9,Perroud (1983)
413,A11.4.050,305,50,10,41,163,4,20,8,4,359,318,338.5,14,Bachtadse et al. (1983)
414,A11.4.051,315,52,10,42,-160,4,353,9,4,359,318,338.5,5,Bachtadse et al. (1983)
415,A11.4.052,305,46,4,8,104,-1,77,-2,6,341,328,334.5,12,Edel et al. (1981)
416,A11.4.053,305,48,7,25,-132,-8,323,-16,6,345,328,336.5,9,Edel et al. (1984)
417,A11.4.054,305,46,3,-37,110,-37,108,-56,5,391,343,367,9,Edel (1987)
418,A11.4.055,305,50,10,30,-171,-10,1,-19,6,398,359,378.5,10,Bachtadse et al. (1983)
419,A11.4.056,305,49,-2,1,159,-37,24,-57,2,485,359,422,8,Duff (1980)
420,A11.4.057,304,43,-6,3,-125,-19,293,-34,4,423,411,417,10,Perroud & Bonhommet (1984)
421,A11.4.058,305,49,-2,-16,142,-46,54,-64,2,445,411,428,24,Duff (1980)
422,A11.4.059,304,39,-5,8,118,-19,62,-35,6,444,423,433.5,14,Perroud et al. (1991)
423,A11.4.060,305,47,-1,-34,-175,-76,339,-83,5,456,439,447.5,5,Perroud and Van der Voo (1985)
424,A11.4.061,305,48,-5,3,178,-39,356,-58,3,461,444,452.5,8,Perroud et al. (1983)
425,A11.4.062,304,44,-6,-22,165,-67,22,-78,3,466,444,455,6,Perroud (1983)
426,A11.4.063,305,51,12,13,150,-16,43,-30,1,488,444,466,0,Rother (1971)
427,A11.4.064,305,48,-3,-28,151,-62,55,-75,5,479,466,472.5,7,Cogne (1988)
428,A11.4.065,305,47,-2,-34,163,-73,46,-81,4,476,469,472.5,6,Perroud et al. (1986)
429,A11.4.066,305,49,-2,-35,164,-73,42,-81,3,482,465,473.5,11,Duff (1979)
430,A11.4.067,305,51,20,-22,-171,-60,21,-74,3,479,466,472.5,10,Lewandowski (1987)
431,A11.4.068,305,50,14,-48,92,-29,132,-48,4,488,466,477,3,Krs et al. (1986)
432,A11.4.069,304,41,-9,-23,-178,-70,329,-80,2,506,461,483.5,6,Perroud & Bonhommet (1984)
433,A11.4.070,305,49,-2,-73,173,-66,176,-77,3,488,465,476.5,6,Duff (1978)
434,A11.4.071,305,49,-3,-50,63,-24,140,-42,0,506,466,486,20,Jones et al. (1979)
435,A11.4.072,305,50,14,-29,131,-39,91,-58,3,500,493,496.5,6,Krs et al. (1987)
436,A11.4.073,305,49,-2,-77,157,-61,170,-74,3,507,499,503,6,Duff (1978)
437,A11.4.074,305,50,14,-11,154,-39,54,-58,5,520,500,510,13,Krs et al. (1987)
438,A11.4.075,305,49,-2,-74,176,-65,179,-77,2,552,465,508.5,5,Duff (1978)
439,A11.4.076,305,49,-2,-52,143,-68,111,-78,3,524,504,514,19,Duff (1980)
440,A11.4.077,305,49,-2,-64,84,-41,144,-60,2,562,488,525,9,Duff (1981)
441,A11.4.078,305,50,-3,-9,163,-47,21,-65,3,536,526,531,30,Hagstrum et al. (1980)
442,A11.4.079,305,49,-3,6,160,-33,20,-52,5,536,526,531,9,Perigo et al. (1983)
443,A11.4.080,305,49,-3,-16,130,-40,66,-59,4,536,526,531,11,Hagstrum et al. (1980)
444,A11.4.081,305,49,-3,16,163,-24,15,-41,1,575,481,528,16,Hagstrum et al. (1980)
445,A11.4.082,305,49,-3,-15,102,-21,89,-38,2,575,481,528,25,Hagstrum et al. (1980)
446,A11.4.083,305,50,-2,-59,151,-72,130,-81,2,562,524,543,6,Perroud et al. (1982)
447,A11.4.084,305,49,-3,-34,-41,0,211,1,3,611,511,561,4,Hagstrum et al. (1980)
448,A11.4.085,305,49,-2,-26,68,-7,122,-15,2,601,524,562.5,20,Duff (1980)
449,A11.5.086,108,42,-71,31,122,-16,348,-30,2,480,334,407,9,Hurley and Shearer (1981)
450,A11.5.087,108,46,-61,27,84,-10,31,-20,2,453,392,422.5,11,Rao et al. (1981)
451,A11.5.088,108,45,-67,28,85,-13,25,-24,2,423,392,407.5,4,Roy and Anderson (1981)
452,A11.5.089,108,45,-67,29,93,-14,18,-26,3,431,402,416.5,14,Roy et al. (1979)
453,A11.5.090,108,45,-67,-38,85,-68,81,-79,0,431,402,416.5,8,Roy et al. (1979)
454,A11.5.091,108,45,-67,-43,136,-73,269,-82,0,431,402,416.5,18,Roy et al. (1979)
455,A11.5.092,108,45,-67,-5,87,-44,37,-63,4,423,416,419.5,7,Roy and Anderson (1981)
456,A11.5.093,108,45,-67,-2,122,-46,347,-64,3,431,416,423.5,22,Roy et al. (1979)
457,A11.5.094,108,46,-61,-16,139,-56,324,-71,3,469,392,430.5,4,Rao et al. (1981)
458,A11.5.095,108,46,-62,2,130,-41,344,-60,5,452,422,437,4,Johnson and Van der Voo (1990)
459,A11.5.096,108,46,-62,0,118,-44,0,-63,0,452,422,437,11,Seguin et al. (1987)
460,A11.5.097,108,48,-53,33,102,-6,21,-12,2,488,466,477,6,Buchan and Hodych (1982)
461,A11.5.098,108,46,-61,-32,83,-59,76,-73,3,503,411,457,4,Rao et al. (1981)
462,A11.5.099,101,43,-71,-34,102,-79,34,-85,4,488,444,466,0,Weisse et al. (1985)
463,A11.5.100,108,46,-60,-21,160,-49,294,-66,6,524,513,518.5,8,Johnson and Van der Voo (1985)
464,A11.5.101,108,46,-60,-33,174,-47,268,-65,5,524,513,518.5,9,Johnson and Van der Voo (1985)
465,A11.5.102,108,47,-53,-27,51,-29,100,-48,4,542,524,533,7,Seguin and Rao (1989)
466,A11.5.103,108,46,-60,-20,34,-17,101,-31,3,542,524,533,5,Rao et al. (1986)
467,A11.5.104,108,46,-61,-37,-4,-8,137,-15,3,620,480,550,3,Rao et al. (1981)
468,A11.5.105,108,42,-71,-13,87,-55,40,-71,3,572,530,551,5,Fang et al. (1986)
469,A11.6.106,101,34,-83,55,134,4,340,9,3,343,295,319,10,Ellwood (1982)
470,A11.6.107,101,34,-85,34,126,-16,334,-30,4,370,322,346,13,Ellwood and Abrams (1982)
471,A11.6.108,101,34,-84,39,130,-10,334,-20,3,370,322,346,15,Ellwood (1982)
472,A11.6.109,108,49,-55,16,133,-25,352,-42,6,439,423,431,7,Gales et al. (1989)
473,A11.6.110,101,49,-56,25,110,-15,13,-28,4,439,423,431,14,Lapointe (1979
474,A11.6.111,108,48,-58,36,85,0,29,1,6,441,427,434,11,Buchan and Hodych (1989)
475,A11.6.112,101,49,-56,-63,125,-76,182,-83,2,469,384,426.5,14,Lapointe (1979)
476,A11.6.113,101,49,-56,-15,68,-33,73,-53,3,469,408,438.5,10,Lapointe (1979)
477,A11.6.114,101,40,-76,-48,108,-82,198,-86,4,461,444,452.5,16,Brown and Vander Voo (1983)
478,A11.6.115,109,40,-74,-16,123,-62,323,-75,4,461,444,452.5,14,Rao and Van der Voo (1980)
479,A11.6.116,109,36,-80,20,60,-22,41,-40,4,462,453,457.5,14,Noel et al. (1988)
480,A11.6.117,101,44,-73,26,161,-4,313,-9,2,466,445,455.5,8,Tucker and Kent (1988)
481,A11.6.118,101,46,-69,-14,-172,-19,269,-35,4,469,461,465,12,Wellensiek et al. (1990)
482,A11.6.119,101,50,-56,6,140,-32,341,-52,6,466,458,462,11,Van der Voo et al. (1991)
483,A11.6.120,108,49,-55,8,140,-32,343,-51,4,475,453,464,9,Van der Voo et al. (1991)
484,A11.6.121,101,50,-55,10,131,-30,353,-49,4,475,453,464,7,Van der Voo et al. (1991)
485,A11.6.122,101,49,-56,19,98,-18,26,-33,1,493,445,469,29,Lapointe (1979)
486,A11.6.123,101,50,-55,29,135,-11,351,-20,6,479,466,472.5,7,Johnson et al. (1991)
487,A11.6.124,101,50,-55,32,130,-8,356,-15,2,479,466,472.5,16,Deutsch and Rao (1977)
488,A11.6.125,109,35,-80,30,122,-22,340,-39,2,558,488,523,5,Vick et al. (1987)
489,A11.6.126,101,46,-72,20,32,5,66,10,2,552,503,527.5,33,Seguin (1979)
490,A2.001,309,79,12,75,-125,66,335,77,2,23,2,12.5,4,Sandal & Halvorsen (1973)
491,A2.002,309,80,14,40,180,30,12,49,1,42,2,22,0,Halvorsen (1972; pers.comm.1990)
492,A2.003,301,62,7,84,-142,57,354,72,0,11,0,5.5,4,Lovlie & Kvingedal (1975)
493,A2.004,301,63,13,68,165,43,14,61,2,66,34,50,3,Bylund (1974)
494,A2.005,301,59,9,79,147,50,12,67,2,66,34,50,9,Storetvedt (1968)
495,A2.006,313,55,-4,74,-163,40,353,59,6,55,31,43,4,Smith (1966)
496,A2.007,305,48,9,80,143,41,9,60,4,64,36,50,14,Nairn & Negendank (1973)
497,A2.008,315,51,-5,83,155,44,3,63,5,51,42,46.5,4,Mussett et al. (1976)
498,A2.009,303,57,-6,75,-62,63,332,76,3,57,46,51.5,10,Ade-Hall (1974)
499,A2.010,315,54,-3,77,-149,43,350,62,5,58,37,47.5,9,Dagley (1969)
500,A2.011,303,57,-6,74,140,43,12,62,5,58,41,49.5,10,Dagley & Mussett (1978)
501,A2.012,303,57,-6,82,162,49,3,67,4,56,41,48.5,2,Wilson et al. (1982)
502,A2.013,313,56,-5,69,165,35,4,55,3,56,41,48.5,16,Khan (1960)
503,A2.014,324,62,-7,77,161,49,4,67,5,58,47,52.5,2,Tarling (1970)
504,A2.015,301,62,7,62,-178,34,3,54,5,58,47,52.5,2,Lovlie & Kvingedal (1975)
505,A2.016,313,56,-5,82,180,48,359,66,5,58,51,54.5,1,Dagley et al. (1978)
506,A2.017,303,57,-6,88,103,56,3,72,5,59,51,55,7,Dagley et al. (1990)
507,A2.018,315,55,-2,75,-120,46,341,64,6,64,49,56.5,4,Giddings et al. (1974)
508,A2.019,303,57,-7,76,160,43,4,62,5,64,49,56.5,5,Wilson et al. (1974)
509,A2.020,303,57,-6,72,165,39,4,58,3,64,47,55.5,3,Wilson et al. (1972)
510,A2.021,303,57,-7,77,173,44,0,63,6,58,56,57,9,Dagley & Mussett (1981)
511,A2.022,303,57,-6,77,175,44,360,63,4,60,54,57,3,Dagley et al. (1984)
512,A2.023,303,57,-6,76,174,43,0,62,5,60,50,55,7,Dagley & Mussett (1986)
513,A2.024,303,57,-6,78,-173,45,356,64,7,60,56,58,3,Ade-Hall et al. (1972)
514,A2.025,313,54,-6,72,168,36,2,56,5,60,59,59.5,3,Hall et al. (1977)
515,A2.026,307,46,15,87,-162,43,360,62,0,11,0,5.5,3,Krs 1967
516,A2.027,305,50,15,87,-13,53,358,69,0,11,0,5.5,0,Andreeva et al. (1965)
517,A2.028,305,49,11,79,124,44,14,62,0,37,1,19,5,Heller (1978)
518,A2.029,305,47,7,88,-149,45,359,64,0,7,1,4,6,Johnson et al. (1984)
519,A2.030,313,55,-6,71,126,41,19,60,5,78,58,68,10,Lovlie et al. (1972)
520,A2.031,313,55,-6,70,163,35,5,55,4,78,58,68,5,Wilson (1970b)
521,A2.032,305,44,6,73,156,29,10,48,7,84,61,72.5,8,Westphal & Durand (1989)
522,A2.033,315,52,8,68,149,33,16,53,4,94,86,90,5,Kerth (1985)
523,A2.034,315,52,8,76,-179,38,2,57,5,100,86,93,4,Heller & Channell (1979)
524,A2.035,309,76,17,62,-137,49,342,67,6,116,102,109,5,Vincenz & Jelenska (1985)
525,A2.036,315,51,-1,61,-171,22,355,39,3,128,119,123.5,21,Kerth & Hailwood (1988)
526,A2.037,305,44,4,75,179,29,1,48,6,146,140,143,3,Galbrun (1985)
527,A2.038,305,49,-6,84,11,55,3,71,0,134,100,117,0,Edwards (1965)
528,A2.039,301,44,43,76,155,38,16,57,4,146,112,129,8,"Khramov (pole 4.45, 1984)"
529,A2.040,310,79,21,66,-160,55,1,71,6,163,135,149,4,Halvorsen (1989)
530,A2.041,309,78,16,58,179,46,13,65,3,165,133,149,9,Krumsiek et al. (1968)
531,A2.042,305,49,11,68,130,35,24,55,0,161,151,156,5,Heller (1978)
532,A2.043,305,49,11,62,122,34,32,53,0,157,146,151.5,8,Heller (1978)
533,A2.044,305,47,7,78,148,37,9,57,5,165,146,155.5,6,Johnson et al. (1984)
534,A2.045,301,53,18,70,147,38,20,58,0,161,156,158.5,4,Kruczyk & Kadzialko-Hofmokl(1988)
535,A2.046,305,50,20,74,-160,34,NaN,53,5,165,159,162,4,Ogg et al. (1991)
536,A2.047,305,50,20,72,150,37,17,56,4,165,156,160.5,7,Kadzialko-Hofmokl & Kruczyk(1987)
537,A2.048,308,49,20,72,132,40,22,59,4,168,151,159.5,4,Kadzialko-Hofmokl & Kruczyk(1987)
538,A2.049,301,48,38,63,117,46,40,64,4,168,165,166.5,2,"Rusakov (in Khramov, 1971)"
539,A2.050,315,54,14,64,96,50,42,67,2,208,149,178.5,0,Bylund (1981)
540,A2.051,305,49,8,63,120,34,31,54,7,170,168,169,6,Kadzialko-Hofmokl et al. (1988)
541,A2.052,315,51,-2,50,37,65,77,77,0,176,168,172,6,Sallomy & Briden (1975)
542,A2.053,305,47,-1,73,105,40,22,59,6,183,176,179.5,4,Galbrun et al. (1988)
543,A2.054,315,55,-1,77,135,45,13,63,4,190,183,186.5,2,Hijab & Tarling (1982)
544,A2.055,304,43,1,65,143,22,16,39,4,200,170,185,7,Girdler (1968)
545,A2.056,304,43,1,62,114,28,29,47,4,229,200,214.5,7,Girdler (1968)
546,A2.057,305,49,-1,56,148,18,18,33,3,229,200,214.5,32,Biquand (1967)
547,A2.058,315,53,-2,44,134,14,31,27,4,229,200,214.5,0,Creer (1959)
548,A2.059,301,48,38,48,157,20,38,35,4,229,200,214.5,7,"Khramov (pole 6.02, 1975)"
549,A2.060,301,60,6,46,117,30,48,49,0,289,162,225.5,0,Lovlie (1981)
550,A2.061,305,46,1,44,110,20,46,36,4,290,159,224.5,4,Pohl & Soffel (1971)
551,A2.062,303,59,-4,43,134,18,31,33,0,251,200,225.5,0,"Turner & Ixer (1977),Turner(1981)"
552,A2.063,305,51,11,49,146,17,29,32,5,251,229,240,15,Rother (1971)
553,A2.064,402,57,63,48,153,39,59,58,5,251,229,240,13,"Karmanova (in Khramov, 1971)"
554,A2.065,303,59,-3,60,127,35,28,55,3,286,202,244,2,Storetvedt et al. (1978b)
555,A2.066,313,53,-9,59,146,24,14,41,4,251,244,247.5,7,Mulder (1972)
556,A2.067,301,61,11,48,138,27,37,46,4,286,202,244,0,Storetvedt et al. (1978a)
557,A2.068,301,58,46,52,167,30,38,49,4,251,244,247.5,10,"Khramov (pole 6.10, 1975)"
558,A2.069,301,52,55,49,159,30,47,49,4,251,244,247.5,11,"Khramov (pole 6.16C, 1975)"
559,A2.070,301,53,52,52,165,29,40,48,5,251,244,247.5,4,"Khramov (pole 6.46, 1975)"
